"Name","Full Ticker","Ticker","P/E Ratio"
"1957 & Co. (Hospitality) Limited","SEHK:8495",8495,-5.6374
"Singapore Food Holdings Limited","SEHK:8496",8496,-12.8551
"Long Well International Holdings Limited","SEHK:850",850,-4.4754
"Icon Culture Global Company Limited","SEHK:8500",8500,23.2072
"Sanbase Corporation Limited","SEHK:8501",8501,5.5372
"Ocean Line Port Development Limited","SEHK:8502",8502,3.6741
"China Futex Holdings Limited","SEHK:8506",8506,164.2107
"i.century Holding Limited","SEHK:8507",8507,-3.5667
"Wine's Link International Holdings Limited","SEHK:8509",8509,12.5422
"Sheng Yuan Holdings Limited","SEHK:851",851,-2.1813
"Top Standard Corporation","SEHK:8510",8510,-1.6392
"Zhicheng Technology Group Ltd.","SEHK:8511",8511,-26.4463
"Hyfusin Group Holdings Limited","SEHK:8512",8512,2.4254
"IAG Holdings Limited","SEHK:8513",8513,43.6324
"Grand Talents Group Holdings Limited","SEHK:8516",8516,-6.6902
"Jia Group Holdings Limited","SEHK:8519",8519,-5.1514
"Strong Petrochemical Holdings Limited","SEHK:852",852,-36.7754
"Sheung Moon Holdings Limited","SEHK:8523",8523,9.8082
"Baiying Holdings Group Limited","SEHK:8525",8525,8.3838
"Wing Fung Group Asia Limited","SEHK:8526",8526,15.3811
"JLogo Holdings Limited","SEHK:8527",8527,-6.0826
"Polyfair Holdings Limited","SEHK:8532",8532,11.9211
"Vistar Holdings Limited","SEHK:8535",8535,12.2146
"TL Natural Gas Holdings Limited","SEHK:8536",8536,-5.7838
"Chong Fai Jewellery Group Holdings Company Limited","SEHK:8537",8537,-11.1748
"Willas-Array Electronics (Holdings) Limited","SEHK:854",854,5.4576
"Amuse Group Holding Limited","SEHK:8545",8545,7.2687
"Pacific Legend Group Limited","SEHK:8547",8547,-10.2208
"Extrawell Pharmaceutical Holdings Limited","SEHK:858",858,2.9241
"Media Asia Group Holdings Limited","SEHK:8581",8581,-24.4208
"China Information Technology Development Limited","SEHK:8582",8582,-2.4707
"Directel Holdings Limited","SEHK:8586",8586,-0.4518
"IR Resources Limited","SEHK:8588",8588,-0.7011
"Zhongchang International Holdings Group Limited","SEHK:859",859,-1.4165
"Apollo Future Mobility Group Limited","SEHK:860",860,-12.2571
"Boltek Holdings Limited","SEHK:8601",8601,13.4012
"Fameglow Holdings Limited","SEHK:8603",8603,-1.8922
"Kinetix Systems Holdings Limited","SEHK:8606",8606,460.6684
"Narnia (Hong Kong) Group Company Limited","SEHK:8607",8607,-16.2772
"Eggriculture Foods Ltd.","SEHK:8609",8609,5.7617
"Mindtell Technology Limited","SEHK:8611",8611,-3.5901
"World Super Holdings Limited","SEHK:8612",8612,-12.7022
"Oriental Payment Group Holdings Limited","SEHK:8613",8613,-3.9389
"Best Linking Group Holdings Limited","SEHK:8617",8617,25.1751
"WAC Holdings Limited","SEHK:8619",8619,120.5154
"Vision Values Holdings Limited","SEHK:862",862,-8.4679
"Asia-express Logistics Holdings Limited","SEHK:8620",8620,-8.7895
"Metropolis Capital Holdings Limited","SEHK:8621",8621,-1.4229
"Huakang Biomedical Holdings Company Limited","SEHK:8622",8622,-4.0234
"China Saftower International Holding Group Limited","SEHK:8623",8623,3.7456
"Orange Tour Cultural Holding Limited","SEHK:8627",8627,-35.7695
"BC Technology Group Limited","SEHK:863",863,-25.4293
"Sun Kong Holdings Limited","SEHK:8631",8631,-6.8991
"Novacon Technology Group Limited","SEHK:8635",8635,3.3548
"Wing Lee Property Investments Limited","SEHK:864",864,-1.6488
"Nomad Technologies Holdings Limited","SEHK:8645",8645,-221.7697
"China Hongguang Holdings Limited","SEHK:8646",8646,6.0176
"Jiande International Holdings Limited","SEHK:865",865,3.5666
"True Partner Capital Holding Limited","SEHK:8657",8657,-181.5706
"Yik Wo International Holdings Limited","SEHK:8659",8659,3.9959
"China Qinfa Group Limited","SEHK:866",866,-14.0291
"Ying Hai Group Holdings Company Limited","SEHK:8668",8668,-9.9961
"Playmates Toys Limited","SEHK:869",869,-5.1403
"China Dredging Environment Protection Holdings Limited","SEHK:871",871,-0.2466
"TUS International Limited","SEHK:872",872,-0.6318
"Shimao Services Holdings Limited","SEHK:873",873,56.0839
"China Finance Investment Holdings Limited","SEHK:875",875,-11.7912
"Kaisa Health Group Holdings Limited","SEHK:876",876,-2.2036
"Rentian Technology Holdings Limited","SEHK:885",885,-0.1662
"Silver Base Group Holdings Limited","SEHK:886",886,-3.1215
"Emperor Watch & Jewellery Limited","SEHK:887",887,-7.5821
"Bison Finance Group Limited","SEHK:888",888,-3.0078
"Trinity Limited","SEHK:891",891,-1.6311
"China Vanadium Titano-Magnetite Mining Company Limited","SEHK:893",893,-11.1969
"Man Yue Technology Holdings Limited","SEHK:894",894,-35.1912
"Wai Yuen Tong Medicine Holdings Limited","SEHK:897",897,-2.5057
"Asia Resources Holdings Limited","SEHK:899",899,-1.5688
"Keyne Ltd","SEHK:9",9,-0.7932
"Goldstone Investment Group Limited","SEHK:901",901,-14.76
"China International Capital Corporation Hong Kong Asset Management - ICBC CICC USD Money Market ETF","SEHK:9011",9011,
"Haitong MSCI China A ESG ETF","SEHK:9031",9031,
"China Green (Holdings) Limited","SEHK:904",904,-0.0677
"Ssif ETF I - Ssif Dce Iron Ore Futures Index ETF","SEHK:9047",9047,
"Global Mastermind Capital Limited","SEHK:905",905,-0.4499
"iShares Hang Seng TECH ETF","SEHK:9067",9067,
"Elegance Optical International Holdings Limited","SEHK:907",907,-16.9741
"Nikko Asset Management Global Internet ETF","SEHK:9072",9072,
"Premia ETF Series - US Treasury Floating Rate ETF","SEHK:9078",9078,
"Zhuhai Holdings Investment Group Limited","SEHK:908",908,122.1686
"Value Gold ETF","SEHK:9081",9081,
"China Asset Management Company - Hang Seng Tech Index ETF","SEHK:9088",9088,
"Ming Yuan Cloud Group Holdings Limited","SEHK:909",909,313.1648
"Nikko AM Hong Kong Exchange Traded Funds Series - NikkoAM E-Games Active ETF","SEHK:9091",9091,
"CSOP ETF Series - CSOP US Dollar Money Market ETF","SEHK:9096",9096,
"Golden Century International Holdings Group Limited","SEHK:91",91,-1.8308
"China Sandi Holdings Limited","SEHK:910",910,6.2757
"Qianhai Health Holdings Limited","SEHK:911",911,9.7529
"Unity Investments Holdings Limited","SEHK:913",913,-0.5152
"Daohe Global Group Limited","SEHK:915",915,-1.3305
"Premia ETF Series - Premia CSI Caixin China New Economy ETF","SEHK:9173",9173,
"State Energy Group International Assets Holdings Limited","SEHK:918",918,8.4568
"Premia Etf Series - Premia Asia Innovative Technology Etf","SEHK:9181",9181,
"China Capital Corporation (Hong Kong) Limited - Kraneshares CSI China Internet Index Fund","SEHK:9186",9186,
"Samsung ETFs Trust II - Samsung S&P High Dividend APAC EX NZ REITs ETF","SEHK:9187",9187,
"Modern Healthcare Technology Holdings Limited","SEHK:919",919,4.0359
"Mirae Asset Global Investments (Hong Kong) Limited - Global X China Semiconductor ETF","SEHK:9191",9191,
"Champion Technology Holdings Limited","SEHK:92",92,-2.1802
"Anxian Yuan China Holdings Limited","SEHK:922",922,4.1971
"Integrated Waste Solutions Group Holdings Limited","SEHK:923",923,-5.2857
"Khoon Group Limited","SEHK:924",924,20.0928
"Beijing Properties (Holdings) Limited","SEHK:925",925,-1.4047
"Besunyen Holdings Company Limited","SEHK:926",926,101.9456
"Life Healthcare Group Limited","SEHK:928",928,-14.962
"IPE Group Limited","SEHK:929",929,29.0999
"Termbray Industries International (Holdings) Limited","SEHK:93",93,-71.9753
"China LNG Group Limited","SEHK:931",931,-13.4414
"Shunten International (Holdings) Limited","SEHK:932",932,-4.9455
"Eagle Legend Asia Limited","SEHK:936",936,-8.0505
"Man Sang International Limited","SEHK:938",938,-3.6292
"Greenheart Group Limited","SEHK:94",94,-1.9223
"Zhongzheng International Company Limited","SEHK:943",943,-2.6344
"Alpha Professional Holdings Limited","SEHK:948",948,-23.8109
"China Tonghai International Financial Limited","SEHK:952",952,-5.5949
"Shaw Brothers Holdings Limited","SEHK:953",953,17.2068
"Century Entertainment International Holdings Limited","SEHK:959",959,-1.216
"Newlink Technology Inc.","SEHK:9600",9600,60.7635
"Sundy Service Group Co. Ltd","SEHK:9608",9608,8.2555
"Neusoft Education Technology Co. Limited","SEHK:9616",9616,20.3123
"JD.com, Inc.","SEHK:9618",9618,30.9786
"Nongfu Spring Co., Ltd.","SEHK:9633",9633,97.6727
"Jinke Smart Services Group Co., Ltd.","SEHK:9666",9666,88.2154
"China Bohai Bank Co., Ltd.","SEHK:9668",9668,6.9739
"Weihai City Commercial Bank Co., Ltd.","SEHK:9677",9677,10.812
"Zai Lab Limited","SEHK:9688",9688,-53.9647
"Hua Lien International (Holding) Company Limited","SEHK:969",969,-1.7882
"GDS Holdings Limited","SEHK:9698",9698,-208.7163
"Sparkle Roll Group Limited","SEHK:970",970,63.4431
"China Shun Ke Long Holdings Limited","SEHK:974",974,-8.7155
"Mongolian Mining Corporation","SEHK:975",975,7.0447
"Chiho Environmental Group Limited","SEHK:976",976,-1.2154
"Green Energy Group Limited","SEHK:979",979,-12.5168
"Lianhua Supermarket Holdings Co., Ltd.","SEHK:980",980,-3.4316
"Premia ETF Series - MSCI Vietnam ETF","SEHK:9804",9804,
"Mirae Asset Global Investments (Hong Kong) Limited - Global X China Consumer Brand ETF","SEHK:9806",9806,
"Mirae Asset Global Investments (Hong Kong) Limited - Global X China Robotics and AI ETF","SEHK:9807",9807,
"Mirae Asset Global Investments (Hong Kong) Limited - Global X China Clean Energy ETF","SEHK:9809",9809,
"Semiconductor Manufacturing International Corporation","SEHK:981",981,49.3426
"Samsung Etfs Trust II - Samsung Csi China Dragon Internet Etf","SEHK:9812",9812,
"HJ Capital (International) Holdings Company Limited","SEHK:982",982,-178.6825
"Global X ETF Series - Global X China Biotech ETF","SEHK:9820",9820,
"Global X ETF Series - Global X China Cloud Computing ETF","SEHK:9826",9826,
"SOCAM Development Limited","SEHK:983",983,-3.7719
"iShares Asia Trust - iShares NASDAQ 100 Index ETF","SEHK:9834",9834,
"iShares Asia Trust - iShares Core S&P BSE SENSEX India Index ETF","SEHK:9836",9836,
"Mirae Asset Global Investments (Hong Kong) Limited - Global X China Clean Energy ETF","SEHK:9845",9845,
"CST Group Limited","SEHK:985",985,-1.6822
"China Environmental Energy Investment Limited","SEHK:986",986,-7.1605
"Silk Road Logistics Holdings Limited","SEHK:988",988,-0.6723
"Ground International Development Limited","SEHK:989",989,-1.2008
"Theme International Holdings Limited","SEHK:990",990,26.1422
"Gain Plus Holdings Limited","SEHK:9900",9900,17.4781
"New Oriental Education & Technology Group Inc.","SEHK:9901",9901,76.1708
"Honliv Healthcare Management Group Company Limited","SEHK:9906",9906,32.6379
"JiaXing Gas Group Co., Ltd.","SEHK:9908",9908,14.7232
"Newborn Town Inc.","SEHK:9911",9911,89.6433
"Chi Kan Holdings Limited","SEHK:9913",9913,52.1008
"Xingye Wulian Service Group Co. Ltd.","SEHK:9916",9916,11.0597
"Activation Group Holdings Limited","SEHK:9919",9919,-78.998
"Jiumaojiu International Holdings Limited","SEHK:9922",9922,-2630.729
"Yeahka Limited","SEHK:9923",9923,92.2672
"Akeso, Inc.","SEHK:9926",9926,-46.1615
"SEM Holdings Limited","SEHK:9929",9929,21.2804
"Huarong International Financial Holdings Limited","SEHK:993",993,-1.051
"GHW International","SEHK:9933",9933,11.1901
"Ximei Resources Holding Limited","SEHK:9936",9936,9.5546
"Wah Wo Holdings Group Limited","SEHK:9938",9938,8.5893
"Kintor Pharmaceutical Limited","SEHK:9939",9939,-15.7704
"CT Vision (International) Holdings Limited","SEHK:994",994,-7.4984
"Litian Pictures Holdings Limited","SEHK:9958",9958,4.6341
"Carnival Group International Holdings Limited","SEHK:996",996,-0.0535
"Transtech Optelecom Science Holdings Limited","SEHK:9963",9963,20.8224
"Alphamab Oncology","SEHK:9966",9966,-11.5714
"Huijing Holdings Company Limited","SEHK:9968",9968,11.7323
"InnoCare Pharma Limited","SEHK:9969",9969,-10.5711
"Chinlink International Holdings Limited","SEHK:997",997,-1.1082
"Shandong Fengxiang Co., Ltd","SEHK:9977",9977,4.9555
"Fineland Real Estate Services Group Limited","SEHK:9978",9978,10.0591
"Greentown Management Holdings Company Limited","SEHK:9979",9979,16.0993
"Central China New Life Limited","SEHK:9983",9983,
"Dashan Education Holdings Limited","SEHK:9986",9986,25.8609
"Alibaba Group Holding Limited","SEHK:9988",9988,25.2569
"Shenzhen Hepalink Pharmaceutical Group Co., Ltd.","SEHK:9989",9989,24.2099
"I.T Limited","SEHK:999",999,-3.3185
"Archosaur Games Inc.","SEHK:9990",9990,-21.0424
"Baozun Inc.","SEHK:9991",9991,72.5336
"Pop Mart International Group Limited","SEHK:9992",9992,219.0938
"Radiance Holdings (Group) Co. Limited","SEHK:9993",9993,
"RemeGen Co., Ltd.","SEHK:9995",9995,-96.1561
"Peijia Medical Limited","SEHK:9996",9996,-6.0389
"Kangji Medical Holdings Limited","SEHK:9997",9997,55.712
"Kwan Yong Holdings Limited","SEHK:9998",9998,-1.5343
"NetEase, Inc.","SEHK:9999",9999,31.2958
"Hangzhou Tigermed Consulting Co.,Ltd","SEHK:3347",3347,78.315
"Zhongsheng Group Holdings Limited","SEHK:4498",4498,
"Joinn Laboratories (China) Co.,Ltd.","SEHK:6127",6127,"N/A"
"SciClone Pharmaceuticals (Holdings) Limited","SEHK:6600",6600,
